ID,innings,overs,ballnumber,batter,bowler,non-striker,extra_type,batsman_run,extras_run,total_run,non_boundary,isWicketDelivery,player_out,kind,fielders_involved,BattingTeam
1304114,2,14,2,YBK Jaiswal,PH Solanki,R Ashwin,legbyes,0,1,1,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,14,3,R Ashwin,PH Solanki,YBK Jaiswal,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,14,4,YBK Jaiswal,PH Solanki,R Ashwin,NA,2,0,2,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,14,5,YBK Jaiswal,PH Solanki,R Ashwin,NA,0,0,0,0,1,YBK Jaiswal,caught,M Pathirana,Rajasthan Royals
1304114,2,14,6,SO Hetmyer,PH Solanki,R Ashwin,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,15,1,R Ashwin,MM Ali,SO Hetmyer,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,15,2,SO Hetmyer,MM Ali,R Ashwin,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,15,3,SO Hetmyer,MM Ali,R Ashwin,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,15,4,SO Hetmyer,MM Ali,R Ashwin,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,15,5,R Ashwin,MM Ali,SO Hetmyer,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,15,6,SO Hetmyer,MM Ali,R Ashwin,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,16,1,SO Hetmyer,PH Solanki,R Ashwin,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,16,2,SO Hetmyer,PH Solanki,R Ashwin,NA,0,0,0,0,1,SO Hetmyer,caught,DP Conway,Rajasthan Royals
1304114,2,16,3,R Parag,PH Solanki,R Ashwin,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,16,4,R Parag,PH Solanki,R Ashwin,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,16,5,R Ashwin,PH Solanki,R Parag,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,16,6,R Ashwin,PH Solanki,R Parag,NA,6,0,6,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,17,1,R Parag,M Pathirana,R Ashwin,wides,0,1,1,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,17,2,R Parag,M Pathirana,R Ashwin,NA,2,0,2,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,17,3,R Parag,M Pathirana,R Ashwin,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,17,4,R Parag,M Pathirana,R Ashwin,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,17,5,R Parag,M Pathirana,R Ashwin,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,17,6,R Ashwin,M Pathirana,R Parag,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,17,7,R Ashwin,M Pathirana,R Parag,legbyes,0,1,1,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,18,1,R Ashwin,Mukesh Choudhary,R Parag,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,18,2,R Parag,Mukesh Choudhary,R Ashwin,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,18,3,R Ashwin,Mukesh Choudhary,R Parag,NA,6,0,6,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,18,4,R Ashwin,Mukesh Choudhary,R Parag,NA,2,0,2,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,18,5,R Ashwin,Mukesh Choudhary,R Parag,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,18,6,R Parag,Mukesh Choudhary,R Ashwin,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,19,1,R Parag,M Pathirana,R Ashwin,legbyes,0,1,1,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,19,2,R Ashwin,M Pathirana,R Parag,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,19,3,R Ashwin,M Pathirana,R Parag,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,19,4,R Parag,M Pathirana,R Ashwin,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1304114,2,19,5,R Parag,M Pathirana,R Ashwin,wides,0,1,1,0,0,NA,NA,NA,Rajasthan Royals
